data_file,variable_name,sas_label,variable_label
P_DSQIDS,DSQ128N,For_weight_loss,DSQ128N_For_weight_loss
P_DSQIDS,DSQ128O,For_bone_health,DSQ128O_For_bone_health
P_DSQIDS,DSQ128P,To_get_more_energy,DSQ128P_To_get_more_energy
P_DSQIDS,DSQ128Q,For_pregnancy_breastfeeding,DSQ128Q_For_pregnancy_breastfeeding
P_DSQIDS,DSQ128R,For_anemia_such_as_low_iron,DSQ128R_For_anemia_such_as_low_iron
P_DSQIDS,DSD128T,To_maintain_blood_sugar_diabetes,DSD128T_To_maintain_blood_sugar_diabetes
P_DSQIDS,DSD128V,For_kidney_and_bladder_health,DSD128V_For_kidney_and_bladder_health
P_DSQIDS,DSD128W,For_respiratory_health_asthma,DSD128W_For_respiratory_health_asthma
P_DSQIDS,DSD128X,For_allergies,DSD128X_For_allergies
P_DSQIDS,DSD128Z,To_improve_digestion,DSD128Z_To_improve_digestion
P_DSQIDS,DSD128AA,For_menopause_hot_flashes,DSD128AA_For_menopause_hot_flashes
P_DSQIDS,DSD128BB,For_muscle_related_issues_muscle_cramps,DSD128BB_For_muscle_related_issues_muscle_cramps
P_DSQIDS,DSD128DD,For_relaxation_stress_sleep,DSD128DD_For_relaxation_stress_sleep
P_DSQIDS,DSD128EE,For_nervous_system_health,DSD128EE_For_nervous_system_health
P_DSQIDS,DSD128FF,For_liver_health_detoxification,DSD128FF_For_liver_health_detoxification
P_DSQIDS,DSD128GG,For_antioxidants,DSD128GG_For_antioxidants
P_DSQIDS,DSD128HH,Word_of_mouth_advertisement,DSD128HH_Word_of_mouth_advertisement
P_DSQIDS,DSD128II,For_thyroid_health_gout,DSD128II_For_thyroid_health_gout
P_DSQIDS,DSD128JJ,For_weight_gain,DSD128JJ_For_weight_gain
P_DSQIDS,DSD128KK,Low_levels_in_blood,DSD128KK_Low_levels_in_blood
P_DSQIDS,DSD128LL,For_support_after_surgery,DSD128LL_For_support_after_surgery
P_DSQIDS,DSD128MM,Headaches_and_dizziness,DSD128MM_Headaches_and_dizziness
P_DSQIDS,DSQ128NN,To_build_muscle,DSQ128NN_To_build_muscle
P_DSQIDS,DSD128OO,For_inflammation,DSD128OO_For_inflammation
P_DSQIDS,DSD128PP,For_fluid_water_balance,DSD128PP_For_fluid_water_balance
P_DSQIDS,DSQ128S,Other,DSQ128S_Other
P_DSQIDS,DSQIKCAL,Energy_kcal,DSQIKCAL_Energy_kcal
P_DSQIDS,DSQIPROT,Protein_gm,DSQIPROT_Protein_gm
P_DSQIDS,DSQICARB,Carbohydrate_gm,DSQICARB_Carbohydrate_gm
P_DSQIDS,DSQISUGR,Total_sugars_gm,DSQISUGR_Total_sugars_gm
P_DSQIDS,DSQIFIBE,Dietary_fiber_gm,DSQIFIBE_Dietary_fiber_gm
P_DSQIDS,DSQITFAT,Total_fat_gm,DSQITFAT_Total_fat_gm
P_DSQIDS,DSQISFAT,Total_saturated_fatty_acids_gm,DSQISFAT_Total_saturated_fatty_acids_gm
P_DSQIDS,DSQIMFAT,Total_monounsaturated_fatty_acids_gm,DSQIMFAT_Total_monounsaturated_fatty_acids_gm
P_DSQIDS,DSQIPFAT,Total_polyunsaturated_fatty_acids_gm,DSQIPFAT_Total_polyunsaturated_fatty_acids_gm
P_DSQIDS,DSQICHOL,Cholesterol_mg,DSQICHOL_Cholesterol_mg
P_DSQIDS,DSQILYCO,Lycopene_mcg,DSQILYCO_Lycopene_mcg
P_DSQIDS,DSQILZ,Lutein_zeaxanthin_mcg,DSQILZ_Lutein_zeaxanthin_mcg
P_DSQIDS,DSQIVB1,Thiamin_Vitamin_B1_mg,DSQIVB1_Thiamin_Vitamin_B1_mg
P_DSQIDS,DSQIVB2,Riboflavin_Vitamin_B2_mg,DSQIVB2_Riboflavin_Vitamin_B2_mg
P_DSQIDS,DSQINIAC,Niacin_mg,DSQINIAC_Niacin_mg
P_DSQIDS,DSQIVB6,Vitamin_B6_mg,DSQIVB6_Vitamin_B6_mg
P_DSQIDS,DSQIFA,Folic_acid_mcg,DSQIFA_Folic_acid_mcg
P_DSQIDS,DSQIFDFE,Folate_DFE_mcg,DSQIFDFE_Folate_DFE_mcg
P_DSQIDS,DSQICHL,Total_choline_mg,DSQICHL_Total_choline_mg
P_DSQIDS,DSQIVB12,Vitamin_B12_mcg,DSQIVB12_Vitamin_B12_mcg
P_DSQIDS,DSQIVC,Vitamin_C_mg,DSQIVC_Vitamin_C_mg
P_DSQIDS,DSQIVK,Vitamin_K_mcg,DSQIVK_Vitamin_K_mcg
P_DSQIDS,DSQIVD,Vitamin_D_D2_D3_mcg,DSQIVD_Vitamin_D_D2_D3_mcg
P_DSQIDS,DSQICALC,Calcium_mg,DSQICALC_Calcium_mg
P_DSQIDS,DSQIPHOS,Phosphorus_mg,DSQIPHOS_Phosphorus_mg
P_DSQIDS,DSQIMAGN,Magnesium_mg,DSQIMAGN_Magnesium_mg
P_DSQIDS,DSQIIRON,Iron_mg,DSQIIRON_Iron_mg
P_DSQIDS,DSQIZINC,Zinc_mg,DSQIZINC_Zinc_mg
P_DSQIDS,DSQICOPP,Copper_mg,DSQICOPP_Copper_mg
P_DSQIDS,DSQISODI,Sodium_mg,DSQISODI_Sodium_mg
P_DSQIDS,DSQIPOTA,Potassium_mg,DSQIPOTA_Potassium_mg
P_DSQIDS,DSQISELE,Selenium_mcg,DSQISELE_Selenium_mcg
P_DSQIDS,DSQICAFF,Caffeine_mg,DSQICAFF_Caffeine_mg
P_DSQIDS,DSQIIODI,Iodine_mcg,DSQIIODI_Iodine_mcg
P_DSQTOT,SEQN,Respondent_sequence_number,SEQN_Respondent_sequence_number
P_DSQTOT,DSDCOUNT,Total_of_Dietary_Supplements_Taken,DSDCOUNT_Total_of_Dietary_Supplements_Taken
P_DSQTOT,DSDANCNT,Total_of_Antacids_Taken,DSDANCNT_Total_of_Antacids_Taken
P_DSQTOT,DSD010,Any_Dietary_Supplements_Taken,DSD010_Any_Dietary_Supplements_Taken
P_DSQTOT,DSD010AN,Any_Antacids_Taken,DSD010AN_Any_Antacids_Taken
P_DSQTOT,DSQTKCAL,Energy_kcal,DSQTKCAL_Energy_kcal
P_DSQTOT,DSQTPROT,Protein_gm,DSQTPROT_Protein_gm
P_DSQTOT,DSQTCARB,Carbohydrate_gm,DSQTCARB_Carbohydrate_gm
P_DSQTOT,DSQTSUGR,Total_sugars_gm,DSQTSUGR_Total_sugars_gm
P_DSQTOT,DSQTFIBE,Dietary_fiber_gm,DSQTFIBE_Dietary_fiber_gm
P_DSQTOT,DSQTTFAT,Total_fat_gm,DSQTTFAT_Total_fat_gm
P_DSQTOT,DSQTSFAT,Total_saturated_fatty_acids_gm,DSQTSFAT_Total_saturated_fatty_acids_gm
P_DSQTOT,DSQTMFAT,Total_monounsaturated_fatty_acids_gm,DSQTMFAT_Total_monounsaturated_fatty_acids_gm
P_DSQTOT,DSQTPFAT,Total_polyunsaturated_fatty_acids_gm,DSQTPFAT_Total_polyunsaturated_fatty_acids_gm
P_DSQTOT,DSQTCHOL,Cholesterol_mg,DSQTCHOL_Cholesterol_mg
P_DSQTOT,DSQTLYCO,Lycopene_mcg,DSQTLYCO_Lycopene_mcg
P_DSQTOT,DSQTLZ,Lutein_zeaxanthin_mcg,DSQTLZ_Lutein_zeaxanthin_mcg
P_DSQTOT,DSQTVB1,Thiamin_Vitamin_B1_mg,DSQTVB1_Thiamin_Vitamin_B1_mg
P_DSQTOT,DSQTVB2,Riboflavin_Vitamin_B2_mg,DSQTVB2_Riboflavin_Vitamin_B2_mg
P_DSQTOT,DSQTNIAC,Niacin_mg,DSQTNIAC_Niacin_mg
P_DSQTOT,DSQTVB6,Vitamin_B6_mg,DSQTVB6_Vitamin_B6_mg
P_DSQTOT,DSQTFA,Folic_acid_mcg,DSQTFA_Folic_acid_mcg
P_DSQTOT,DSQTFDFE,Folate_DFE_mcg,DSQTFDFE_Folate_DFE_mcg
P_DSQTOT,DSQTCHL,Total_choline_mg,DSQTCHL_Total_choline_mg
P_DSQTOT,DSQTVB12,Vitamin_B12_mcg,DSQTVB12_Vitamin_B12_mcg
P_DSQTOT,DSQTVC,Vitamin_C_mg,DSQTVC_Vitamin_C_mg
P_DSQTOT,DSQTVK,Vitamin_K_mcg,DSQTVK_Vitamin_K_mcg
P_DSQTOT,DSQTVD,Vitamin_D_D2_D3_mcg,DSQTVD_Vitamin_D_D2_D3_mcg
P_DSQTOT,DSQTCALC,Calcium_mg,DSQTCALC_Calcium_mg
P_DSQTOT,DSQTPHOS,Phosphorus_mg,DSQTPHOS_Phosphorus_mg
P_DSQTOT,DSQTMAGN,Magnesium_mg,DSQTMAGN_Magnesium_mg
P_DSQTOT,DSQTIRON,Iron_mg,DSQTIRON_Iron_mg
P_DSQTOT,DSQTZINC,Zinc_mg,DSQTZINC_Zinc_mg
P_DSQTOT,DSQTCOPP,Copper_mg,DSQTCOPP_Copper_mg
P_DSQTOT,DSQTSODI,Sodium_mg,DSQTSODI_Sodium_mg
P_DSQTOT,DSQTPOTA,Potassium_mg,DSQTPOTA_Potassium_mg
P_DSQTOT,DSQTSELE,Selenium_mcg,DSQTSELE_Selenium_mcg
P_DSQTOT,DSQTCAFF,Caffeine_mg,DSQTCAFF_Caffeine_mg
P_DSQTOT,DSQTIODI,Iodine_mcg,DSQTIODI_Iodine_mcg
P_AUXAR,SEQN,Respondent_sequence_number,SEQN_Respondent_sequence_number
P_AUXAR,RFXSEAR,Ear_tested,RFXSEAR_Ear_tested
P_AUXAR,RFXLEVEL,Sound_stimulus_level,RFXLEVEL_Sound_stimulus_level
P_AUXAR,RFXRFXDC,Reflex_Detected,RFXRFXDC_Reflex_Detected
P_AUXAR,RFXT001,Reflex_Time_Array_Data_Point_001,RFXT001_Reflex_Time_Array_Data_Point_001
P_AUXAR,RFXT002,Reflex_Time_Array_Data_Point_002,RFXT002_Reflex_Time_Array_Data_Point_002
P_AUXAR,RFXT003,Reflex_Time_Array_Data_Point_003,RFXT003_Reflex_Time_Array_Data_Point_003
P_AUXAR,RFXT004,Reflex_Time_Array_Data_Point_004,RFXT004_Reflex_Time_Array_Data_Point_004
P_AUXAR,RFXT005,Reflex_Time_Array_Data_Point_005,RFXT005_Reflex_Time_Array_Data_Point_005
P_AUXAR,RFXT006,Reflex_Time_Array_Data_Point_006,RFXT006_Reflex_Time_Array_Data_Point_006
P_AUXAR,RFXT007,Reflex_Time_Array_Data_Point_007,RFXT007_Reflex_Time_Array_Data_Point_007
P_AUXAR,RFXT008,Reflex_Time_Array_Data_Point_008,RFXT008_Reflex_Time_Array_Data_Point_008
P_AUXAR,RFXT009,Reflex_Time_Array_Data_Point_009,RFXT009_Reflex_Time_Array_Data_Point_009
P_AUXAR,RFXT010,Reflex_Time_Array_Data_Point_010,RFXT010_Reflex_Time_Array_Data_Point_010
P_AUXAR,RFXT011,Reflex_Time_Array_Data_Point_011,RFXT011_Reflex_Time_Array_Data_Point_011
P_AUXAR,RFXT012,Reflex_Time_Array_Data_Point_012,RFXT012_Reflex_Time_Array_Data_Point_012
P_AUXAR,RFXT013,Reflex_Time_Array_Data_Point_013,RFXT013_Reflex_Time_Array_Data_Point_013
P_AUXAR,RFXT014,Reflex_Time_Array_Data_Point_014,RFXT014_Reflex_Time_Array_Data_Point_014
P_AUXAR,RFXT015,Reflex_Time_Array_Data_Point_015,RFXT015_Reflex_Time_Array_Data_Point_015
P_AUXAR,RFXT016,Reflex_Time_Array_Data_Point_016,RFXT016_Reflex_Time_Array_Data_Point_016
P_AUXAR,RFXT017,Reflex_Time_Array_Data_Point_017,RFXT017_Reflex_Time_Array_Data_Point_017
P_AUXAR,RFXT018,Reflex_Time_Array_Data_Point_018,RFXT018_Reflex_Time_Array_Data_Point_018
P_AUXAR,RFXT019,Reflex_Time_Array_Data_Point_019,RFXT019_Reflex_Time_Array_Data_Point_019
P_AUXAR,RFXT020,Reflex_Time_Array_Data_Point_020,RFXT020_Reflex_Time_Array_Data_Point_020
P_AUXAR,RFXT021,Reflex_Time_Array_Data_Point_021,RFXT021_Reflex_Time_Array_Data_Point_021
P_AUXAR,RFXT022,Reflex_Time_Array_Data_Point_022,RFXT022_Reflex_Time_Array_Data_Point_022
P_AUXAR,RFXT023,Reflex_Time_Array_Data_Point_023,RFXT023_Reflex_Time_Array_Data_Point_023
P_AUXAR,RFXT024,Reflex_Time_Array_Data_Point_024,RFXT024_Reflex_Time_Array_Data_Point_024
P_AUXAR,RFXT025,Reflex_Time_Array_Data_Point_025,RFXT025_Reflex_Time_Array_Data_Point_025
P_AUXAR,RFXT026,Reflex_Time_Array_Data_Point_026,RFXT026_Reflex_Time_Array_Data_Point_026
P_AUXAR,RFXT027,Reflex_Time_Array_Data_Point_027,RFXT027_Reflex_Time_Array_Data_Point_027
P_AUXAR,RFXT028,Reflex_Time_Array_Data_Point_028,RFXT028_Reflex_Time_Array_Data_Point_028
P_AUXAR,RFXT029,Reflex_Time_Array_Data_Point_029,RFXT029_Reflex_Time_Array_Data_Point_029
P_AUXAR,RFXT030,Reflex_Time_Array_Data_Point_030,RFXT030_Reflex_Time_Array_Data_Point_030
P_AUXAR,RFXT031,Reflex_Time_Array_Data_Point_031,RFXT031_Reflex_Time_Array_Data_Point_031
P_AUXAR,RFXT032,Reflex_Time_Array_Data_Point_032,RFXT032_Reflex_Time_Array_Data_Point_032
P_AUXAR,RFXT033,Reflex_Time_Array_Data_Point_033,RFXT033_Reflex_Time_Array_Data_Point_033
P_AUXAR,RFXT034,Reflex_Time_Array_Data_Point_034,RFXT034_Reflex_Time_Array_Data_Point_034
P_AUXAR,RFXT035,Reflex_Time_Array_Data_Point_035,RFXT035_Reflex_Time_Array_Data_Point_035
P_AUXAR,RFXT036,Reflex_Time_Array_Data_Point_036,RFXT036_Reflex_Time_Array_Data_Point_036
P_AUXAR,RFXT037,Reflex_Time_Array_Data_Point_037,RFXT037_Reflex_Time_Array_Data_Point_037
P_AUXAR,RFXT038,Reflex_Time_Array_Data_Point_038,RFXT038_Reflex_Time_Array_Data_Point_038
P_AUXAR,RFXT039,Reflex_Time_Array_Data_Point_039,RFXT039_Reflex_Time_Array_Data_Point_039
P_AUXAR,RFXT040,Reflex_Time_Array_Data_Point_040,RFXT040_Reflex_Time_Array_Data_Point_040
P_AUXAR,RFXT041,Reflex_Time_Array_Data_Point_041,RFXT041_Reflex_Time_Array_Data_Point_041
P_AUXAR,RFXT042,Reflex_Time_Array_Data_Point_042,RFXT042_Reflex_Time_Array_Data_Point_042
P_AUXAR,RFXT043,Reflex_Time_Array_Data_Point_043,RFXT043_Reflex_Time_Array_Data_Point_043
P_AUXAR,RFXT044,Reflex_Time_Array_Data_Point_044,RFXT044_Reflex_Time_Array_Data_Point_044
P_AUXAR,RFXT045,Reflex_Time_Array_Data_Point_045,RFXT045_Reflex_Time_Array_Data_Point_045
P_AUXAR,RFXT046,Reflex_Time_Array_Data_Point_046,RFXT046_Reflex_Time_Array_Data_Point_046
P_AUXAR,RFXT047,Reflex_Time_Array_Data_Point_047,RFXT047_Reflex_Time_Array_Data_Point_047
P_AUXAR,RFXT048,Reflex_Time_Array_Data_Point_048,RFXT048_Reflex_Time_Array_Data_Point_048
P_AUXAR,RFXT049,Reflex_Time_Array_Data_Point_049,RFXT049_Reflex_Time_Array_Data_Point_049
P_AUXAR,RFXT050,Reflex_Time_Array_Data_Point_050,RFXT050_Reflex_Time_Array_Data_Point_050
P_AUXAR,RFXT051,Reflex_Time_Array_Data_Point_051,RFXT051_Reflex_Time_Array_Data_Point_051
P_AUXAR,RFXT052,Reflex_Time_Array_Data_Point_052,RFXT052_Reflex_Time_Array_Data_Point_052
P_AUXAR,RFXT053,Reflex_Time_Array_Data_Point_053,RFXT053_Reflex_Time_Array_Data_Point_053
P_AUXAR,RFXT054,Reflex_Time_Array_Data_Point_054,RFXT054_Reflex_Time_Array_Data_Point_054
P_AUXAR,RFXT055,Reflex_Time_Array_Data_Point_055,RFXT055_Reflex_Time_Array_Data_Point_055
P_AUXAR,RFXT056,Reflex_Time_Array_Data_Point_056,RFXT056_Reflex_Time_Array_Data_Point_056
P_AUXAR,RFXT057,Reflex_Time_Array_Data_Point_057,RFXT057_Reflex_Time_Array_Data_Point_057
P_AUXAR,RFXT058,Reflex_Time_Array_Data_Point_058,RFXT058_Reflex_Time_Array_Data_Point_058
P_AUXAR,RFXT059,Reflex_Time_Array_Data_Point_059,RFXT059_Reflex_Time_Array_Data_Point_059
P_AUXAR,RFXT060,Reflex_Time_Array_Data_Point_060,RFXT060_Reflex_Time_Array_Data_Point_060
P_AUXAR,RFXT061,Reflex_Time_Array_Data_Point_061,RFXT061_Reflex_Time_Array_Data_Point_061
P_AUXAR,RFXT062,Reflex_Time_Array_Data_Point_062,RFXT062_Reflex_Time_Array_Data_Point_062
P_AUXAR,RFXT063,Reflex_Time_Array_Data_Point_063,RFXT063_Reflex_Time_Array_Data_Point_063
P_AUXAR,RFXT064,Reflex_Time_Array_Data_Point_064,RFXT064_Reflex_Time_Array_Data_Point_064
P_AUXAR,RFXT065,Reflex_Time_Array_Data_Point_065,RFXT065_Reflex_Time_Array_Data_Point_065
P_AUXAR,RFXT066,Reflex_Time_Array_Data_Point_066,RFXT066_Reflex_Time_Array_Data_Point_066
P_AUXAR,RFXT067,Reflex_Time_Array_Data_Point_067,RFXT067_Reflex_Time_Array_Data_Point_067
P_AUXAR,RFXT068,Reflex_Time_Array_Data_Point_068,RFXT068_Reflex_Time_Array_Data_Point_068
P_AUXAR,RFXT069,Reflex_Time_Array_Data_Point_069,RFXT069_Reflex_Time_Array_Data_Point_069
P_AUXAR,RFXT070,Reflex_Time_Array_Data_Point_070,RFXT070_Reflex_Time_Array_Data_Point_070
P_AUXAR,RFXT071,Reflex_Time_Array_Data_Point_071,RFXT071_Reflex_Time_Array_Data_Point_071
P_AUXAR,RFXT072,Reflex_Time_Array_Data_Point_072,RFXT072_Reflex_Time_Array_Data_Point_072
P_AUXAR,RFXT073,Reflex_Time_Array_Data_Point_073,RFXT073_Reflex_Time_Array_Data_Point_073
P_AUXAR,RFXT074,Reflex_Time_Array_Data_Point_074,RFXT074_Reflex_Time_Array_Data_Point_074
P_AUXAR,RFXT075,Reflex_Time_Array_Data_Point_075,RFXT075_Reflex_Time_Array_Data_Point_075
P_AUXAR,RFXT076,Reflex_Time_Array_Data_Point_076,RFXT076_Reflex_Time_Array_Data_Point_076
P_AUXAR,RFXT077,Reflex_Time_Array_Data_Point_077,RFXT077_Reflex_Time_Array_Data_Point_077
P_AUXAR,RFXT078,Reflex_Time_Array_Data_Point_078,RFXT078_Reflex_Time_Array_Data_Point_078
P_AUXAR,RFXT079,Reflex_Time_Array_Data_Point_079,RFXT079_Reflex_Time_Array_Data_Point_079
P_AUXAR,RFXT080,Reflex_Time_Array_Data_Point_080,RFXT080_Reflex_Time_Array_Data_Point_080
P_AUXAR,RFXT081,Reflex_Time_Array_Data_Point_081,RFXT081_Reflex_Time_Array_Data_Point_081
P_AUXAR,RFXT082,Reflex_Time_Array_Data_Point_082,RFXT082_Reflex_Time_Array_Data_Point_082
P_AUXAR,RFXT083,Reflex_Time_Array_Data_Point_083,RFXT083_Reflex_Time_Array_Data_Point_083
P_AUXAR,RFXT084,Reflex_Time_Array_Data_Point_084,RFXT084_Reflex_Time_Array_Data_Point_084
P_AUXAR,RFXT085,Reflex_Time_Array_Data_Point_085,RFXT085_Reflex_Time_Array_Data_Point_085
P_AUXAR,RFXT086,Reflex_Time_Array_Data_Point_086,RFXT086_Reflex_Time_Array_Data_Point_086
P_AUXAR,RFXT087,Reflex_Time_Array_Data_Point_087,RFXT087_Reflex_Time_Array_Data_Point_087
P_AUXAR,RFXT088,Reflex_Time_Array_Data_Point_088,RFXT088_Reflex_Time_Array_Data_Point_088
P_AUXAR,RFXT089,Reflex_Time_Array_Data_Point_089,RFXT089_Reflex_Time_Array_Data_Point_089
P_AUXAR,RFXT090,Reflex_Time_Array_Data_Point_090,RFXT090_Reflex_Time_Array_Data_Point_090
P_AUXAR,RFXT091,Reflex_Time_Array_Data_Point_091,RFXT091_Reflex_Time_Array_Data_Point_091
P_AUXAR,RFXT092,Reflex_Time_Array_Data_Point_092,RFXT092_Reflex_Time_Array_Data_Point_092
P_AUXAR,RFXT093,Reflex_Time_Array_Data_Point_093,RFXT093_Reflex_Time_Array_Data_Point_093
P_AUXAR,RFXT094,Reflex_Time_Array_Data_Point_094,RFXT094_Reflex_Time_Array_Data_Point_094
P_AUXAR,RFXT095,Reflex_Time_Array_Data_Point_095,RFXT095_Reflex_Time_Array_Data_Point_095
P_AUXAR,RFXT096,Reflex_Time_Array_Data_Point_096,RFXT096_Reflex_Time_Array_Data_Point_096
P_AUXAR,RFXT097,Reflex_Time_Array_Data_Point_097,RFXT097_Reflex_Time_Array_Data_Point_097
P_AUXAR,RFXT098,Reflex_Time_Array_Data_Point_098,RFXT098_Reflex_Time_Array_Data_Point_098
P_AUXAR,RFXT099,Reflex_Time_Array_Data_Point_099,RFXT099_Reflex_Time_Array_Data_Point_099
P_AUXAR,RFXT100,Reflex_Time_Array_Data_Point_100,RFXT100_Reflex_Time_Array_Data_Point_100
P_AUXAR,RFXT101,Reflex_Time_Array_Data_Point_101,RFXT101_Reflex_Time_Array_Data_Point_101
P_AUXAR,RFXT102,Reflex_Time_Array_Data_Point_102,RFXT102_Reflex_Time_Array_Data_Point_102
P_AUXAR,RFXT103,Reflex_Time_Array_Data_Point_103,RFXT103_Reflex_Time_Array_Data_Point_103
P_AUXAR,RFXT104,Reflex_Time_Array_Data_Point_104,RFXT104_Reflex_Time_Array_Data_Point_104
P_AUXAR,RFXT105,Reflex_Time_Array_Data_Point_105,RFXT105_Reflex_Time_Array_Data_Point_105
P_AUXAR,RFXT106,Reflex_Time_Array_Data_Point_106,RFXT106_Reflex_Time_Array_Data_Point_106
P_AUXAR,RFXT107,Reflex_Time_Array_Data_Point_107,RFXT107_Reflex_Time_Array_Data_Point_107
P_AUXAR,RFXT108,Reflex_Time_Array_Data_Point_108,RFXT108_Reflex_Time_Array_Data_Point_108
P_AUXAR,RFXT109,Reflex_Time_Array_Data_Point_109,RFXT109_Reflex_Time_Array_Data_Point_109
P_AUXAR,RFXT110,Reflex_Time_Array_Data_Point_110,RFXT110_Reflex_Time_Array_Data_Point_110
P_AUXAR,RFXT111,Reflex_Time_Array_Data_Point_111,RFXT111_Reflex_Time_Array_Data_Point_111
P_AUXAR,RFXT112,Reflex_Time_Array_Data_Point_112,RFXT112_Reflex_Time_Array_Data_Point_112
P_AUXAR,RFXT113,Reflex_Time_Array_Data_Point_113,RFXT113_Reflex_Time_Array_Data_Point_113
P_AUXAR,RFXT114,Reflex_Time_Array_Data_Point_114,RFXT114_Reflex_Time_Array_Data_Point_114
P_AUXAR,RFXT115,Reflex_Time_Array_Data_Point_115,RFXT115_Reflex_Time_Array_Data_Point_115
P_AUXAR,RFXT116,Reflex_Time_Array_Data_Point_116,RFXT116_Reflex_Time_Array_Data_Point_116
P_AUXAR,RFXT117,Reflex_Time_Array_Data_Point_117,RFXT117_Reflex_Time_Array_Data_Point_117
P_AUXAR,RFXT118,Reflex_Time_Array_Data_Point_118,RFXT118_Reflex_Time_Array_Data_Point_118
P_AUXAR,RFXT119,Reflex_Time_Array_Data_Point_119,RFXT119_Reflex_Time_Array_Data_Point_119
P_AUXAR,RFXT120,Reflex_Time_Array_Data_Point_120,RFXT120_Reflex_Time_Array_Data_Point_120
P_AUXAR,RFXT121,Reflex_Time_Array_Data_Point_121,RFXT121_Reflex_Time_Array_Data_Point_121
P_AUXAR,RFXT122,Reflex_Time_Array_Data_Point_122,RFXT122_Reflex_Time_Array_Data_Point_122
P_AUXAR,RFXT123,Reflex_Time_Array_Data_Point_123,RFXT123_Reflex_Time_Array_Data_Point_123
P_AUXAR,RFXT124,Reflex_Time_Array_Data_Point_124,RFXT124_Reflex_Time_Array_Data_Point_124
P_AUXAR,RFXT125,Reflex_Time_Array_Data_Point_125,RFXT125_Reflex_Time_Array_Data_Point_125
P_AUXAR,RFXT126,Reflex_Time_Array_Data_Point_126,RFXT126_Reflex_Time_Array_Data_Point_126
P_AUXAR,RFXT127,Reflex_Time_Array_Data_Point_127,RFXT127_Reflex_Time_Array_Data_Point_127
P_AUXAR,RFXT128,Reflex_Time_Array_Data_Point_128,RFXT128_Reflex_Time_Array_Data_Point_128
P_AUXAR,RFXT129,Reflex_Time_Array_Data_Point_129,RFXT129_Reflex_Time_Array_Data_Point_129
P_AUXAR,RFXT130,Reflex_Time_Array_Data_Point_130,RFXT130_Reflex_Time_Array_Data_Point_130
P_AUXAR,RFXT131,Reflex_Time_Array_Data_Point_131,RFXT131_Reflex_Time_Array_Data_Point_131
P_AUXAR,RFXT132,Reflex_Time_Array_Data_Point_132,RFXT132_Reflex_Time_Array_Data_Point_132
P_AUXAR,RFXT133,Reflex_Time_Array_Data_Point_133,RFXT133_Reflex_Time_Array_Data_Point_133
P_AUXAR,RFXT134,Reflex_Time_Array_Data_Point_134,RFXT134_Reflex_Time_Array_Data_Point_134
P_AUXAR,RFXT135,Reflex_Time_Array_Data_Point_135,RFXT135_Reflex_Time_Array_Data_Point_135
P_AUXAR,RFXT136,Reflex_Time_Array_Data_Point_136,RFXT136_Reflex_Time_Array_Data_Point_136
P_AUXAR,RFXT137,Reflex_Time_Array_Data_Point_137,RFXT137_Reflex_Time_Array_Data_Point_137
P_AUXAR,RFXT138,Reflex_Time_Array_Data_Point_138,RFXT138_Reflex_Time_Array_Data_Point_138
P_AUXAR,RFXT139,Reflex_Time_Array_Data_Point_139,RFXT139_Reflex_Time_Array_Data_Point_139
P_AUXAR,RFXT140,Reflex_Time_Array_Data_Point_140,RFXT140_Reflex_Time_Array_Data_Point_140
P_AUXAR,RFXT141,Reflex_Time_Array_Data_Point_141,RFXT141_Reflex_Time_Array_Data_Point_141
P_AUXAR,RFXT142,Reflex_Time_Array_Data_Point_142,RFXT142_Reflex_Time_Array_Data_Point_142
P_AUXAR,RFXT143,Reflex_Time_Array_Data_Point_143,RFXT143_Reflex_Time_Array_Data_Point_143
P_AUXAR,RFXT144,Reflex_Time_Array_Data_Point_144,RFXT144_Reflex_Time_Array_Data_Point_144
P_AUXAR,RFXT145,Reflex_Time_Array_Data_Point_145,RFXT145_Reflex_Time_Array_Data_Point_145
P_AUXAR,RFXT146,Reflex_Time_Array_Data_Point_146,RFXT146_Reflex_Time_Array_Data_Point_146
P_AUXAR,RFXT147,Reflex_Time_Array_Data_Point_147,RFXT147_Reflex_Time_Array_Data_Point_147
P_AUXAR,RFXT148,Reflex_Time_Array_Data_Point_148,RFXT148_Reflex_Time_Array_Data_Point_148
P_AUXAR,RFXT149,Reflex_Time_Array_Data_Point_149,RFXT149_Reflex_Time_Array_Data_Point_149
P_AUXAR,RFXT150,Reflex_Time_Array_Data_Point_150,RFXT150_Reflex_Time_Array_Data_Point_150
P_AUXAR,RFXT151,Reflex_Time_Array_Data_Point_151,RFXT151_Reflex_Time_Array_Data_Point_151
P_AUXAR,RFXT152,Reflex_Time_Array_Data_Point_152,RFXT152_Reflex_Time_Array_Data_Point_152
P_AUXAR,RFXT153,Reflex_Time_Array_Data_Point_153,RFXT153_Reflex_Time_Array_Data_Point_153
P_AUXAR,RFXT154,Reflex_Time_Array_Data_Point_154,RFXT154_Reflex_Time_Array_Data_Point_154
P_AUXAR,RFXT155,Reflex_Time_Array_Data_Point_155,RFXT155_Reflex_Time_Array_Data_Point_155
P_AUXAR,RFXT156,Reflex_Time_Array_Data_Point_156,RFXT156_Reflex_Time_Array_Data_Point_156
P_AUXAR,RFXT157,Reflex_Time_Array_Data_Point_157,RFXT157_Reflex_Time_Array_Data_Point_157
